"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Duration","Growth Habit"
"PSLE4","","PSLE4","Pseudognaphalium leucocephalum","Annual","Forb/herb"
"PSLU6","","PSLU6","Pseudognaphalium luteoalbum","Annual","Forb/herb"
"PSMA11","","PSMA11","Pseudognaphalium macounii","Annual, Biennial","Forb/herb"
"PSPR2","","PSPR2","Pseudognaphalium pringlei","Annual","Forb/herb"
"PSST7","","PSST7","Pseudognaphalium stramineum","Annual, Biennial","Forb/herb"
"PSEUD22","","PSEUD22","Pseudoroegneria","",""
"PSSP6","","PSSP6","Pseudoroegneria spicata","Perennial","Graminoid"
"PSSPI","","PSSPI","Pseudoroegneria spicata ssp. inermis","Perennial","Graminoid"
"PSSPS","","PSSPS","Pseudoroegneria spicata ssp. spicata","Perennial","Graminoid"
"PSEUD20","","PSEUD20","Pseudostellaria","",""
"PSJA2","","PSJA2","Pseudostellaria jamesiana","Perennial","Forb/herb"
"PSEUD7","","PSEUD7","Pseudotsuga","",""
"PSME","","PSME","Pseudotsuga menziesii","Perennial","Tree"
"PSMEG","","PSMEG","Pseudotsuga menziesii var. glauca","Perennial","Tree"
"PSILA2","","PSILA2","Psilactis","",""
"PSAS2","","PSAS2","Psilactis asteroides","Annual, Biennial, Perennial","Forb/herb"
"PSBR5","","PSBR5","Psilactis brevilingulata","Annual","Forb/herb"
"PSILO","","PSILO","Psilocarphus","",""
"PSBR","","PSBR","Psilocarphus brevissimus","Annual","Forb/herb"
"PSBRB","","PSBRB","Psilocarphus brevissimus var. brevissimus","Annual","Forb/herb"
"PSEL","","PSEL","Psilocarphus elatior","Annual","Forb/herb"
"PSOR","","PSOR","Psilocarphus oregonus","Annual","Forb/herb"
"PSTE","","PSTE","Psilocarphus tenellus","Annual","Forb/herb"
"PSTET2","","PSTET2","Psilocarphus tenellus var. tenellus","Annual","Forb/herb"
"PSILO3","","PSILO3","Psilostrophe","",""
"PSBA2","","PSBA2","Psilostrophe bakeri","Perennial","Subshrub, Forb/herb"
"PSCO2","","PSCO2","Psilostrophe cooperi","Perennial","Subshrub, Forb/herb"
"PSSP","","PSSP","Psilostrophe sparsiflora","Perennial","Subshrub, Forb/herb"
"PSTA","","PSTA","Psilostrophe tagetina","Biennial, Perennial","Subshrub, Forb/herb"
"PSTAC","","PSTAC","Psilostrophe tagetina var. cerifera","Biennial, Perennial","Subshrub, Forb/herb"
"PSTAT","","PSTAT","Psilostrophe tagetina var. tagetina","Perennial","Subshrub, Forb/herb"
"PSORA2","","PSORA2","Psoralidium","",""
"PSLA3","","PSLA3","Psoralidium lanceolatum","Perennial","Forb/herb"
"PSTE5","","PSTE5","Psoralidium tenuiflorum","Perennial","Forb/herb"
"PSORO","","PSORO","Psorothamnus","",""
"PSSC6","","PSSC6","Psorothamnus scoparius","Perennial","Subshrub, Shrub"
"PTELE","","PTELE","Ptelea","",""
"PTTR","","PTTR","Ptelea trifoliata","Perennial","Tree, Shrub"
"PTTRA","","PTTRA","Ptelea trifoliata ssp. angustifolia","Perennial","Tree, Shrub"
"PTTRA2","","PTTRA2","Ptelea trifoliata ssp. angustifolia var. angustifolia","Perennial","Tree, Shrub"
"PTTRP","","PTTRP","Ptelea trifoliata ssp. pallida","Perennial","Tree, Shrub"
"PTTRC","","PTTRC","Ptelea trifoliata ssp. pallida var. cognata","Perennial","Tree, Shrub"
"PTTRC2","","PTTRC2","Ptelea trifoliata ssp. pallida var. confinis","Perennial","Tree, Shrub"
"PTTRP4","","PTTRP4","Ptelea trifoliata ssp. pallida var. pallida","Perennial","Tree, Shrub"
"PTTRP2","","PTTRP2","Ptelea trifoliata ssp. polyadenia","Perennial","Tree, Shrub"
"PTERI","","PTERI","Pteridium","",""
"PTAQ","","PTAQ","Pteridium aquilinum","Perennial","Forb/herb"
"PTAQP2","","PTAQP2","Pteridium aquilinum var. pubescens","Perennial","Forb/herb"
"PTERO3","","PTERO3","Pterospora","",""
"PTAN2","","PTAN2","Pterospora andromedea","Perennial","Forb/herb"
"PTERO4","","PTERO4","Pterostegia","",""
"PTDR","","PTDR","Pterostegia drymarioides","Annual","Forb/herb"
"PTERY","","PTERY","Pteryxia","",""
"PTDA","","PTDA","Pteryxia davidsonii","Perennial","Forb/herb"
"PTHE","","PTHE","Pteryxia hendersonii","Perennial","Forb/herb"
"PTPE","","PTPE","Pteryxia petraea","Perennial","Forb/herb"
"PTTE","","PTTE","Pteryxia terebinthina","Perennial","Forb/herb"
"PTTEA","","PTTEA","Pteryxia terebinthina var. albiflora","Perennial","Forb/herb"
"PTTEF","","PTTEF","Pteryxia terebinthina var. foeniculacea","Perennial","Forb/herb"
"PTILA","","PTILA","Ptilagrostis","",""
"PTPO","","PTPO","Ptilagrostis porteri","Perennial","Graminoid"
"PUCCI","","PUCCI","Puccinellia","",""
"PUDI","","PUDI","Puccinellia distans","Perennial","Graminoid"
"PUDID","","PUDID","Puccinellia distans ssp. distans","Perennial","Graminoid"
"PULE","","PULE","Puccinellia lemmonii","Perennial","Graminoid"
"PUNU2","","PUNU2","Puccinellia nuttalliana","Perennial","Graminoid"
"PUPA","","PUPA","Puccinellia parishii","Annual","Graminoid"
"PULSA","","PULSA","Pulsatilla","",""
"PUOC","","PUOC","Pulsatilla occidentalis","Perennial","Forb/herb"
"PUPA5","","PUPA5","Pulsatilla patens","Perennial","Forb/herb"
"PUPAM","","PUPAM","Pulsatilla patens ssp. multifida","Perennial","Forb/herb"
"PURSH","","PURSH","Purshia","",""
"PUST","","PUST","Purshia stansburiana","Perennial","Tree, Shrub"
"PUTR2","","PUTR2","Purshia tridentata","Perennial","Shrub"
"PYRAC","","PYRAC","Pyracantha","",""
"PYCO2","","PYCO2","Pyracantha coccinea","Perennial","Shrub"
"PYROL","","PYROL","Pyrola","",""
"PYAS","","PYAS","Pyrola asarifolia","Perennial","Subshrub"
"PYASA","","PYASA","Pyrola asarifolia ssp. asarifolia","Perennial","Subshrub"
"PYASB2","","PYASB2","Pyrola asarifolia ssp. bracteata","Perennial","Subshrub"
"PYCH","","PYCH","Pyrola chlorantha","Perennial","Subshrub"
"PYEL","","PYEL","Pyrola elliptica","Perennial","Subshrub"
"PYMI","","PYMI","Pyrola minor","Perennial","Subshrub"
"PYPI2","","PYPI2","Pyrola picta","Perennial","Subshrub"
"PYRRH","","PYRRH","Pyrrhopappus","",""
"PYGR2","","PYGR2","Pyrrhopappus grandiflorus","Perennial","Forb/herb"
"PYPA4","","PYPA4","Pyrrhopappus pauciflorus","Annual, Perennial","Forb/herb"
"PYRRO","","PYRRO","Pyrrocoma","",""
"PYCA3","","PYCA3","Pyrrocoma carthamoides","Perennial","Forb/herb"
"PYCAC2","","PYCAC2","Pyrrocoma carthamoides var. carthamoides","Perennial","Forb/herb"
"PYCAC3","","PYCAC3","Pyrrocoma carthamoides var. cusickii","Perennial","Forb/herb"
"PYCR2","","PYCR2","Pyrrocoma crocea","Perennial","Forb/herb"
"PYCRC","","PYCRC","Pyrrocoma crocea var. crocea","Perennial","Forb/herb"
"PYHI","","PYHI","Pyrrocoma hirta","Perennial","Forb/herb"
"PYHIH","","PYHIH","Pyrrocoma hirta var. hirta","Perennial","Forb/herb"
"PYHIS","","PYHIS","Pyrrocoma hirta var. sonchifolia","Perennial","Forb/herb"
"PYIN2","","PYIN2","Pyrrocoma insecticruris","Perennial","Forb/herb"
"PYIN3","","PYIN3","Pyrrocoma integrifolia","Perennial","Forb/herb"
"PYLA","","PYLA","Pyrrocoma lanceolata","Perennial","Forb/herb"
"PYLAL","","PYLAL","Pyrrocoma lanceolata var. lanceolata","Perennial","Forb/herb"
"PYLI","","PYLI","Pyrrocoma liatriformis","Perennial","Forb/herb"
"PYLI2","","PYLI2","Pyrrocoma linearis","Perennial","Forb/herb"
"PYRA","","PYRA","Pyrrocoma racemosa","Perennial","Forb/herb"
"PYRAP2","","PYRAP2","Pyrrocoma racemosa var. paniculata","Perennial","Forb/herb"
"PYRA2","","PYRA2","Pyrrocoma radiata","Perennial","Forb/herb"
"PYSC4","","PYSC4","Pyrrocoma scaberula","Perennial","Forb/herb"
"PYUN2","","PYUN2","Pyrrocoma uniflora","Perennial","Forb/herb"
"PYUNU","","PYUNU","Pyrrocoma uniflora var. uniflora","Perennial","Forb/herb"
"PYRUS","","PYRUS","Pyrus","",""
"PYCO","","PYCO","Pyrus communis","Perennial","Tree"
"QUERC","","QUERC","Quercus","",""
"QUAJ","","QUAJ","Quercus ajoensis","Perennial","Shrub, Tree"
"QUAR","","QUAR","Quercus arizonica","Perennial","Tree, Shrub"
"QUCH2","","QUCH2","Quercus chrysolepis","Perennial","Tree, Shrub"
"QUCHC","","QUCHC","Quercus chrysolepis var. chrysolepis","Perennial","Tree, Shrub"
"QUEM","","QUEM","Quercus emoryi","Perennial","Tree, Shrub"
"QUGA","","QUGA","Quercus gambelii","Perennial","Tree, Shrub"
"QUGAG","","QUGAG","Quercus gambelii var. gambelii","Perennial","Tree, Shrub"
"QUGR3","","QUGR3","Quercus grisea","Perennial","Tree, Shrub"
"QUHA3","","QUHA3","Quercus havardii","Perennial","Tree, Shrub"
"QUHAH","","QUHAH","Quercus havardii var. havardii","Perennial","Tree, Shrub"
"QUHY","","QUHY","Quercus hypoleucoides","Perennial","Tree, Shrub"
"QUMA2","","QUMA2","Quercus macrocarpa","Perennial","Tree, Shrub"
"QUMAM","","QUMAM","Quercus macrocarpa var. macrocarpa","Perennial","Tree, Shrub"
"QUMO","","QUMO","Quercus mohriana","Perennial","Tree, Shrub"
"QUMU","","QUMU","Quercus muehlenbergii","Perennial","Tree"
"QUOB","","QUOB","Quercus oblongifolia","Perennial","Tree, Shrub"
"QUPA10","","QUPA10","Quercus palmeri","Perennial","Shrub, Tree"
"QUPA3","","QUPA3","Quercus ×palmeriana","Perennial","Tree"
"QUPA4","","QUPA4","Quercus ×pauciloba","Perennial","Tree, Shrub"
"QUPU","","QUPU","Quercus pungens","Perennial","Tree, Shrub"
"QURU4","","QURU4","Quercus rugosa","Perennial","Tree, Shrub"
"QUTO2","","QUTO2","Quercus toumeyi","Perennial","Tree, Shrub"
"QUTU2","","QUTU2","Quercus turbinella","Perennial","Tree, Shrub"
"QUINC","","QUINC","Quincula","",""
"QULO2","","QULO2","Quincula lobata","Perennial","Forb/herb"
"RAFIN","","RAFIN","Rafinesquia","",""
"RANE","","RANE","Rafinesquia neomexicana","Annual","Forb/herb"
"RANUN","","RANUN","Ranunculus","",""
"RAAB","","RAAB","Ranunculus abortivus","Biennial, Perennial","Forb/herb"
"RAAC2","","RAAC2","Ranunculus acriformis","Perennial","Forb/herb"
"RAACM","","RAACM","Ranunculus acriformis var. montanensis","Perennial","Forb/herb"
"RAAC3","","RAAC3","Ranunculus acris","Perennial","Forb/herb"
"RAACA3","","RAACA3","Ranunculus acris var. acris","Perennial","Forb/herb"
"RAAD","","RAAD","Ranunculus adoneus","Perennial","Forb/herb"
"RAADA","","RAADA","Ranunculus adoneus var. alpinus","Perennial","Forb/herb"
"RAAL","","RAAL","Ranunculus alismifolius","Perennial","Forb/herb"
"RAALA","","RAALA","Ranunculus alismifolius var. alismellus","Perennial","Forb/herb"
"RAALA2","","RAALA2","Ranunculus alismifolius var. alismifolius","Perennial","Forb/herb"
"RAALD","","RAALD","Ranunculus alismifolius var. davisii","Perennial","Forb/herb"
"RAALM","","RAALM","Ranunculus alismifolius var. montanus","Perennial","Forb/herb"
"RAAN","","RAAN","Ranunculus andersonii","Perennial","Forb/herb"
"RAANA","","RAANA","Ranunculus andersonii var. andersonii","Perennial","Forb/herb"
"RAAQ","","RAAQ","Ranunculus aquatilis","Perennial","Forb/herb"
"RAAR2","","RAAR2","Ranunculus arizonicus","Perennial","Forb/herb"
"RAAR3","","RAAR3","Ranunculus arvensis","Annual, Biennial","Forb/herb"
"RACA4","","RACA4","Ranunculus cardiophyllus","Perennial","Forb/herb"
"RACY","","RACY","Ranunculus cymbalaria","Perennial","Forb/herb"
"RAES","","RAES","Ranunculus eschscholtzii","Perennial","Forb/herb"
"RAESE2","","RAESE2","Ranunculus eschscholtzii var. eschscholtzii","Perennial","Forb/herb"
"RAEST","","RAEST","Ranunculus eschscholtzii var. trisectus","Perennial","Forb/herb"
"RAEX","","RAEX","Ranunculus eximius","Perennial","Forb/herb"
"RAFL","","RAFL","Ranunculus flabellaris","Perennial","Forb/herb"
"RAFL2","","RAFL2","Ranunculus flammula","Perennial","Forb/herb"
"RAFLF","","RAFLF","Ranunculus flammula var. filiformis","Perennial","Forb/herb"
"RAFLF2","","RAFLF2","Ranunculus flammula var. flammula","Perennial","Forb/herb"
"RAGL","","RAGL","Ranunculus glaberrimus","Perennial","Forb/herb"
"RAGLE","","RAGLE","Ranunculus glaberrimus var. ellipticus","Perennial","Forb/herb"
"RAGLG","","RAGLG","Ranunculus glaberrimus var. glaberrimus","Perennial","Forb/herb"
"RAGM","","RAGM","Ranunculus gmelinii","Perennial","Forb/herb"
"RAHE","","RAHE","Ranunculus hebecarpus","Annual","Forb/herb"
"RAHY","","RAHY","Ranunculus hydrocharoides","Perennial","Forb/herb"
"RAHYH","","RAHYH","Ranunculus hydrocharoides var. hydrocharoides","Perennial","Forb/herb"
"RAHYS","","RAHYS","Ranunculus hydrocharoides var. stolonifer","Perennial","Forb/herb"
"RAHY2","","RAHY2","Ranunculus hyperboreus","Perennial","Forb/herb"
"RAIN","","RAIN","Ranunculus inamoenus","Perennial","Forb/herb"
"RAINA","","RAINA","Ranunculus inamoenus var. alpeophilus","Perennial","Forb/herb"
"RAINI2","","RAINI2","Ranunculus inamoenus var. inamoenus","Perennial","Forb/herb"
"RAJO","","RAJO","Ranunculus jovis","Perennial","Forb/herb"
"RAKA3","","RAKA3","Ranunculus karelinii","Perennial","Forb/herb"
"RALO2","","RALO2","Ranunculus longirostris","Perennial","Forb/herb"
"RAMA","","RAMA","Ranunculus macauleyi","Perennial","Forb/herb"
"RAMAM","","RAMAM","Ranunculus macauleyi var. macauleyi","Perennial","Forb/herb"
"RAMA2","","RAMA2","Ranunculus macounii","Perennial","Forb/herb"
"RAMA3","","RAMA3","Ranunculus macranthus","Perennial","Forb/herb"
"RAOR","","RAOR","Ranunculus oreogenes","Perennial","Forb/herb"
"RAOR2","","RAOR2","Ranunculus oresterus","Perennial","Forb/herb"
"RAOR3","","RAOR3","Ranunculus orthorhynchus","Perennial","Forb/herb"
"RAORO","","RAORO","Ranunculus orthorhynchus var. orthorhynchus","Perennial","Forb/herb"
"RAPE2","","RAPE2","Ranunculus pensylvanicus","Annual, Perennial","Forb/herb"
"RAPO","","RAPO","Ranunculus populago","Perennial","Forb/herb"
"RAPY","","RAPY","Ranunculus pygmaeus","Perennial","Forb/herb"
"RAPYP2","","RAPYP2","Ranunculus pygmaeus var. pygmaeus","Perennial","Forb/herb"
"RARA","","RARA","Ranunculus ranunculinus","Perennial","Forb/herb"
"RARE3","","RARE3","Ranunculus repens","Perennial","Forb/herb"
"RARH","","RARH","Ranunculus rhomboideus","Perennial","Forb/herb"
"RASC3","","RASC3","Ranunculus sceleratus","Annual, Perennial","Forb/herb"
"RASCM","","RASCM","Ranunculus sceleratus var. multifidus","Annual, Perennial","Forb/herb"
"RASU4","","RASU4","Ranunculus suksdorfii","Perennial","Forb/herb"
"RATR","","RATR","Ranunculus trichophyllus","Perennial","Forb/herb"
"RATRE","","RATRE","Ranunculus trichophyllus var. eradicatus","Perennial","Forb/herb"
"RATRT","","RATRT","Ranunculus trichophyllus var. trichophyllus","Perennial","Forb/herb"
"RATR6","","RATR6","Ranunculus triternatus","Perennial","Forb/herb"
"RAUN","","RAUN","Ranunculus uncinatus","Annual, Perennial","Forb/herb"
"RAUNE","","RAUNE","Ranunculus uncinatus var. earlei","Annual, Perennial","Forb/herb"
"RAUNP","","RAUNP","Ranunculus uncinatus var. parviflorus","Annual, Perennial","Forb/herb"
"RAUNU","","RAUNU","Ranunculus uncinatus var. uncinatus","Annual, Perennial","Forb/herb"
"RAVE","","RAVE","Ranunculus verecundus","Perennial","Forb/herb"
"RAPHA","","RAPHA","Raphanus","",""
"RARA2","","RARA2","Raphanus raphanistrum","Annual, Biennial","Forb/herb"
"RASA2","","RASA2","Raphanus sativus","Annual, Biennial","Forb/herb"
"RAPIS","","RAPIS","Rapistrum","",""
"RARU","","RARU","Rapistrum rugosum","Annual","Forb/herb"
"RATIB","","RATIB","Ratibida","",""
"RACO3","","RACO3","Ratibida columnifera","Perennial","Forb/herb"
"RATA","","RATA","Ratibida tagetes","Perennial","Forb/herb"
"RAYJA","","RAYJA","Rayjacksonia","",""
"RAAN2","","RAAN2","Rayjacksonia annua","Annual","Forb/herb"
"REDFI","","REDFI","Redfieldia","",""
"REFL","","REFL","Redfieldia flexuosa","Perennial","Graminoid"
"REVER","","REVER","Reverchonia","",""
"REAR","","REAR","Reverchonia arenaria","Annual","Forb/herb"
"RHAMN","","RHAMN","Rhamnus","",""
"RHAL","","RHAL","Rhamnus alnifolia","Perennial","Shrub"
"RHCA3","","RHCA3","Rhamnus cathartica","Perennial","Tree, Shrub"
"RHSE3","","RHSE3","Rhamnus serrata","Perennial","Shrub"
"RHSM","","RHSM","Rhamnus smithii","Perennial","Shrub"
"RHINA","","RHINA","Rhinanthus","",""
"RHMI13","","RHMI13","Rhinanthus minor","Annual","Forb/herb"
"RHMIM","","RHMIM","Rhinanthus minor ssp. minor","Annual","Forb/herb"
"RHODI","","RHODI","Rhodiola","",""
"RHIN11","","RHIN11","Rhodiola integrifolia","Perennial","Forb/herb"
"RHINI","","RHINI","Rhodiola integrifolia ssp. integrifolia","Perennial","Forb/herb"
"RHINN","","RHINN","Rhodiola integrifolia ssp. neomexicana","Perennial","Forb/herb"
"RHINP","","RHINP","Rhodiola integrifolia ssp. procera","Perennial","Forb/herb"
"RHRH4","","RHRH4","Rhodiola rhodantha","Perennial","Forb/herb"
"RHODO","","RHODO","Rhododendron","",""
"RHAL2","","RHAL2","Rhododendron albiflorum","Perennial","Shrub"
"RHALA","","RHALA","Rhododendron albiflorum var. albiflorum","Perennial","Shrub"
"RHUS","","RHUS","Rhus","",""
"RHGL","","RHGL","Rhus glabra","Perennial","Tree, Shrub"
"RHLA3","","RHLA3","Rhus lanceolata","Perennial","Tree, Shrub"
"RHMI3","","RHMI3","Rhus microphylla","Perennial","Tree, Shrub"
"RHTR","","RHTR","Rhus trilobata","Perennial","Shrub"
"RHTRA","","RHTRA","Rhus trilobata var. anisophylla","Perennial","Shrub"
"RHTRP","","RHTRP","Rhus trilobata var. pilosissima","Perennial","Shrub"
"RHTRQ","","RHTRQ","Rhus trilobata var. quinata","Perennial","Shrub"
"RHTRR","","RHTRR","Rhus trilobata var. racemulosa","Perennial","Shrub"
"RHTRS","","RHTRS","Rhus trilobata var. simplicifolia","Perennial","Shrub"
"RHTRT","","RHTRT","Rhus trilobata var. trilobata","Perennial","Shrub"
"RHVI3","","RHVI3","Rhus virens","Perennial","Tree, Shrub"
"RHVIC","","RHVIC","Rhus virens var. choriophylla","Perennial","Tree, Shrub"
"RHVIV","","RHVIV","Rhus virens var. virens","Perennial","Tree, Shrub"
"RHYNC2","","RHYNC2","Rhynchosia","",""
"RHSE4","","RHSE4","Rhynchosia senna","Perennial","Vine, Forb/herb"
"RHSET","","RHSET","Rhynchosia senna var. texana","Perennial","Vine, Forb/herb"
"RHYNC5","","RHYNC5","Rhynchosida","",""
"RHPH2","","RHPH2","Rhynchosida physocalyx","Perennial","Subshrub, Forb/herb"
"RHYNC3","","RHYNC3","Rhynchospora","",""
"RHAL3","","RHAL3","Rhynchospora alba","Perennial","Graminoid"
"RIBES","","RIBES","Ribes","",""
"RIAC","","RIAC","Ribes acerifolium","Perennial","Shrub"
"RIAM2","","RIAM2","Ribes americanum","Perennial","Shrub"
"RIAU","","RIAU","Ribes aureum","Perennial","Shrub"
"RIAUA","","RIAUA","Ribes aureum var. aureum","Perennial","Shrub"
"RIAUV","","RIAUV","Ribes aureum var. villosum","Perennial","Shrub"
"RICE","","RICE","Ribes cereum","Perennial","Shrub"
"RICEC2","","RICEC2","Ribes cereum var. cereum","Perennial","Shrub"
"RICEC","","RICEC","Ribes cereum var. colubrinum","Perennial","Shrub"
"RICEP","","RICEP","Ribes cereum var. pedicellare","Perennial","Shrub"
"RIHU","","RIHU","Ribes hudsonianum","Perennial","Shrub"
"RIHUH","","RIHUH","Ribes hudsonianum var. hudsonianum","Perennial","Shrub"
"RIHUP","","RIHUP","Ribes hudsonianum var. petiolare","Perennial","Shrub"
"RIIN2","","RIIN2","Ribes inerme","Perennial","Shrub"
"RIINI","","RIINI","Ribes inerme var. inerme","Perennial","Shrub"
"RILA","","RILA","Ribes lacustre","Perennial","Shrub"
"RILA3","","RILA3","Ribes laxiflorum","Perennial","Vine, Shrub"
"RILE","","RILE","Ribes leptanthum","Perennial","Shrub"
"RIME2","","RIME2","Ribes mescalerium","Perennial","Shrub"
"RIMO2","","RIMO2","Ribes montigenum","Perennial","Shrub"
"RINI2","","RINI2","Ribes niveum","Perennial","Shrub"
"RIOX","","RIOX","Ribes oxyacanthoides","Perennial","Shrub"
"RIOXC","","RIOXC","Ribes oxyacanthoides ssp. cognatum","Perennial","Shrub"
"RIOXH","","RIOXH","Ribes oxyacanthoides ssp. hendersonii","Perennial","Shrub"
"RIOXI","","RIOXI","Ribes oxyacanthoides ssp. irriguum","Perennial","Shrub"
"RIOXS","","RIOXS","Ribes oxyacanthoides ssp. setosum","Perennial","Shrub"
"RIPI","","RIPI","Ribes pinetorum","Perennial","Shrub"
"RISA","","RISA","Ribes sanguineum","Perennial","Shrub"
"RISAS","","RISAS","Ribes sanguineum var. sanguineum","Perennial","Shrub"
"RIVE","","RIVE","Ribes velutinum","Perennial","Shrub"
"RIVEG","","RIVEG","Ribes velutinum var. gooddingii","Perennial","Shrub"
"RIVEV","","RIVEV","Ribes velutinum var. velutinum","Perennial","Shrub"
"RIVI3","","RIVI3","Ribes viscosissimum","Perennial","Shrub"
"RIWO","","RIWO","Ribes wolfii","Perennial","Shrub"
"RIGIO","","RIGIO","Rigiopappus","",""
"RILE2","","RILE2","Rigiopappus leptocladus","Annual","Forb/herb"
"RIVIN","","RIVIN","Rivina","",""
"RIHU2","","RIHU2","Rivina humilis","Perennial","Forb/herb, Shrub"
"ROBIN","","ROBIN","Robinia","",""
"ROHI","","ROHI","Robinia hispida","Perennial","Tree, Shrub"
"ROHIH","","ROHIH","Robinia hispida var. hispida","Perennial","Tree, Shrub"
"RONE","","RONE","Robinia neomexicana","Perennial","Tree, Shrub"
"RONEN","","RONEN","Robinia neomexicana var. neomexicana","Perennial","Tree, Shrub"
"RONER","","RONER","Robinia neomexicana var. rusbyi","Perennial","Tree, Shrub"
"ROPS","","ROPS","Robinia pseudoacacia","Perennial","Tree"
"ROMAN","","ROMAN","Romanzoffia","",""
"ROSI","","ROSI","Romanzoffia sitchensis","Perennial","Forb/herb"
"RORIP","","RORIP","Rorippa","",""
"ROAL","","ROAL","Rorippa alpina","Annual","Forb/herb"
"ROAU","","ROAU","Rorippa austriaca","Perennial","Forb/herb"
"ROCA","","ROCA","Rorippa calycina","Perennial","Forb/herb"
"ROCU2","","ROCU2","Rorippa curvipes","Annual, Perennial","Forb/herb"
"ROCUC","","ROCUC","Rorippa curvipes var. curvipes","Annual, Perennial","Forb/herb"
"ROCUT","","ROCUT","Rorippa curvipes var. truncata","Annual, Perennial","Forb/herb"
